start	end	text
1310000	1311000	的这个模型
1311000	1312000	对于我们来说
1312000	1313000	就是一个算子
1313000	1315000	明白
1316000	1317000	所以咱们这现在
1317000	1318000	这个岗位
1318000	1319000	主要还是做数据的
1319000	1320000	一个提供
1320000	1321000	然后有另外一个模型组
1321000	1322000	是负责训练的
1322000	1323000	对吧
1323000	1324000	对
1324000	1325000	明白
1325000	1326000	但是咱们这边拿出去
1326000	1327000	肯定它本身也要涉及到一些
1327000	1328000	就是首先要了解
1328000	1329000	模型
1329000	1330000	它模型的一些
1330000	1331000	就咱们
1331000	1332000	咱们内部模型的
1332000	1333000	一个训练的逻辑
1333000	1334000	然后同时
1334000	1335000	我可能也需要去
1335000	1336000	用一些模型
1336000	1337000	去保证我们这个标注
1337000	1338000	能够进行自动化
1338000	1339000	能够提效
1339000	1340000	对
1340000	1341000	明白
1341000	1342000	明白
1342000	1343000	但这个没什么
1343000	1344000	没问题
1344000	1345000	对
1345000	1346000	我们这边也是
1346000	1349000	负责数据对外推送的
1349000	1350000	所以除了服务于
1350000	1352000	本公司的模型组
1352000	1353000	还有对外
1353000	1354000	那对外可能会
1354000	1355000	一些
1355000	1356000	我具体就不太
1356000	1358000	不提我们的甲方公司了
1358000	1359000	就是他们那边是
1359000	1360000	有能力去做
1360000	1361000	那样的一些
1361000	1362000	大规模的训练的
1362000	1364000	那他们就需要很多的数据
1364000	1366000	那其实也是
1366000	1367000	我们这边提供
1367000	1368000	给他们做
1368000	1370000	模型训练
1370000	1371000	那这个时候
1371000	1372000	如果说他们说
1372000	1373000	他们发现我们的数据
1373000	1374000	有什么问题
1374000	1375000	怎么才能更好地
1375000	1376000	去训练好
1376000	1377000	他们的一个模型
1377000	1378000	那也是
1378000	1380000	这样大家反馈起来吧
1380000	1381000	整个链路就是
1381000	1382000	搭建的更好
1382000	1383000	那我理解咱们这个
1383000	1385000	其实会理和这些算法
1385000	1386000	也会有很多的接触
1386000	1387000	对吧
1387000	1388000	因为他们是我们的下游
1388000	1389000	对吧
1389000	1390000	对对对
1390000	1391000	是的
1391000	1392000	明白明白
1392000	1393000	一定是以
1393000	1395000	模型的需求
1395000	1396000	作为反馈
1396000	1397000	要不然数据迭代
1397000	1398000	那就是自害性
1398000	1399000	没有什么意义
1399000	1400000	明白
1400000	1401000	那咱们这个主要
1401000	1402000	就刚才您提到
1402000	1403000	一个是摇操
1403000	1404000	然后ego
1404000	1405000	UMI
1405000	1406000	这些咱们都会设计吗
1406000	1407000	还是
1407000	1408000	对
1408000	1409000	公司都有的
1409000	1410000	我们公司都有
1410000	1411000	我们主要是标注是吧
1411000	1412000	采集不是我们管
1412000	1413000	还是说
1413000	1414000	采集
1414000	1415000	采集都负责
1415000	1416000	OK
1416000	1417000	明白明白
1417000	1418000	采集是另外的团队
1418000	1419000	明白明白
1419000	1420000	OK
1420000	1421000	对
1421000	1422000	那我觉得这个
1422000	1423000	还挺有价值的
1423000	1424000	因为它确实
1424000	1425000	训练模型本身
1425000	1426000	肯定脱离不开数据
1426000	1427000	而且数据本身
1427000	1428000	其实对数据理解好了
1428000	1429000	才能够做好
1429000	1430000	后边这个
1430000	1431000	这些业务的落地
1431000	1432000	对
1432000	1433000	其实说到
1433000	1434000	我觉得说直白一点
1434000	1435000	不管做哪个像
1435000	1436000	多模特也好
1436000	1437000	CV也好
1437000	1438000	像现在巨声
1438000	1439000	各种模型
1439000	1440000	可能这样到最后
1440000	1441000	就是说
1441000	1442000	谁家的数据
1442000	1443000	会设计出更好的模型
1443000	1444000	各家之间的模型
1444000	1445000	能有多大差距
1445000	1446000	可能比如说
1446000	1447000	顶级的公司
1447000	1448000	他们花大量的时间
1448000	1449000	去做预训链
1449000	1450000	去改模型架构
1450000	1451000	那可能会提一些点
1451000	1452000	他们去刷落模型
1452000	1453000	去改模型架构
1453000	1454000	那可能会提一些点
1454000	1455000	他们去刷落模型
1455000	1456000	去改模型架构
1456000	1457000	那可能会提一些点
1457000	1458000	他们去刷落模型
1458000	1459000	去改模型架构
1459000	1460000	可能会提一些点
1460000	1461000	他们去刷落模型
1461000	1462000	去做研发
1462000	1463000	确实模型上
1463000	1465000	会有一些创新
1465000	1466000	但除此之外
1466000	1467000	但除此之外
1467000	1468000	其实我也说的很直白
1468000	1469000	其实我也说的很直白
1469000	1470000	大家就是在迭代
1470000	1471000	迭代就是迭代的数据
1471000	1472000	大家就是在迭代
1472000	1473000	迭代就是迭代的数据
1473000	1474000	对吧
1474000	1475000	对
1475000	1476000	咱们有没有专门评测的
1476000	1477000	咱们有没有专门评测的
1477000	1478000	咱们有没有专门评测的
1478000	1479000	评测的部门
1479000	1480000	评测的部门
1480000	1481000	就是
1481000	1482000	就是怎么说
1482000	1483000	就是验证模型的效果
1483000	1484000	就是验证模型的效果
1485000	1486000	我们后面也会做
1486000	1487000	我们现在后面
1487000	1488000	都是会把整个链头搭起来
1488000	1489000	都是会把整个链头搭起来
1489000	1490000	现在就是先出主管结果
1490000	1491000	现在就是先出主管结果
1491000	1492000	然后跟模型搭
1492000	1493000	然后跟模型搭
1493000	1494000	把模型这边数签起来
1494000	1495000	把模型这边数签起来
1495000	1496000	下一步就是
1496000	1497000	我们要做模型测评
1497000	1498000	下一步就是我们要做模型测评
1498000	1499000	并且我们也正在招一些
1499000	1500000	并且我们也正在招一些
1500000	1501000	有仿真经验的人
1501000	1502000	有仿真经验的人
1502000	1503000	然后想
1503000	1504000	毕竟真机仿真代价还是很大
1504000	1505000	毕竟真机仿真代价还是很大
1506000	1507000	先是做仿真
1507000	1508000	所以后面就是
1508000	1509000	所以后面就是
1509000	1510000	我们也同时在招做仿真相关
1510000	1511000	我们也同时在招做仿真相关
1511000	1512000	我们也同时在招做仿真相关
1512000	1513000	那可以啊
1513000	1514000	测评这块其实我也很感兴趣
1514000	1515000	测评这块其实我也很感兴趣
1515000	1516000	虽然我们也没做过
1516000	1517000	虽然我们也没做过
1517000	1518000	咱们那个仿真啊
1518000	1519000	咱们那个仿真啊
1519000	1520000	但是测评这块
1520000	1521000	但是测评这块
1521000	1522000	因为我们做交易代理的时候
1522000	1523000	因为我们做交易代理的时候
1523000	1524000	其实也会搭一些
1524000	1525000	其实也会搭一些
1525000	1526000	一些环境
1526000	1527000	然后去做这种仿真的
1527000	1528000	然后去做这种仿真的
1536000	1537000	所以有的时候我们也是在
1537000	1538000	所以有的时候我们也是在
1538000	1539000	我也说的很直白
1539000	1540000	我也说的很直白
1540000	1541000	反正说就是在等大佬开源
1541000	1542000	反正说就是在等大佬开源
1542000	1543000	然后我们来看看
1543000	1544000	怎么在我们这边落地啊
1544000	1545000	然后我们来看看
1545000	1546000	怎么在我们这边落地啊
1546000	1547000	然后整个的
1547000	1548000	其实落地工程
1548000	1549000	其实落地工程
1549000	1550000	怎么能跟自己的生态牵起来
1550000	1551000	怎么能跟自己的生态牵起来
1551000	1552000	这是最重要的
1552000	1553000	这是最重要的
1553000	1554000	那我可以小提到个问题啊
1554000	1555000	那我可以小提到个问题啊
1555000	1556000	就是因为现在决策智能
1556000	1557000	就是因为现在决策智能
1557000	1558000	其实很多企业都在做嘛
1558000	1559000	其实很多企业都在做嘛
1560000	1561000	很多企业都在做嘛
1561000	1562000	那肯定对于数据的需求也是很大
1562000	1563000	那肯定对于数据的需求也是很大
1563000	1564000	那咱们这一块提供这个数据的话
1564000	1565000	那咱们这一块提供这个数据的话
1565000	1566000	是相比其他的这些途径
1566000	1567000	是相比其他的这些途径
1567000	1568000	有什么优势在吗
1568000	1569000	有什么优势在吗
1569000	1570000	其实路民主打的
1570000	1571000	其实路民主打的
1571000	1572000	就是以数据出身的
1572000	1573000	就是以数据出身的
1573000	1574000	所以其实路民在
1574000	1575000	所以其实路民在
1575000	1576000	整个剧烧行业里面
1576000	1577000	整个剧烧行业里面
1577000	1578000	数据这个
1578000	1579000	数据这个
1579000	1604760	主杯还是比较好的,你可以搜一下,就是像Yumi也是陆铭这边首先发出去的,客户订单量也是比较多,包括像现在,也再说一个,我不知道你有没有了解我们公司Ego前段时间发的产品就是Ego那个设备,其实陆铭发Ego这个产品并不快,跟其他有一些家公司已经是晚了一步了,
1604760	1631400	但是我们发出来之后还是会有一些老客户来找我们,想要我们的数据,然后最近我们也在做一些大公司的,我就不方便说了,就是质量,因为我们质量还是不错的,确实质量还是不错的,所以有口碑在吧,可以这么说,有口碑在,就会有客户源源不断的来,
1631400	1655880	而且像现在Ego这个数据市场越来越大,然后最近我们产品刚发布出来,也没过多长时间,甚至其实我们内部还有很多的开发,还在搭建当中,在临近有粉丝会不会想切磋要我们去出产品,大家最近的工作量也一直处于比较饱满的状态。
1656840	1676680	明白明白,那咱们这个数据拿到之后,因为咱们本身的本体是不一样的嘛,那是针对这个会对一些其他的公司给一些定制化的数据吗,还是说都是通用的?
1677000	1703720	是这样的,这个是,当然我们也跟模型那边在做搭建,就是有两种,一个呢就是,包括现在的趋势有两种,还没有定性,大家也都还在预言当中,一个呢就是我在模型,像像它出的关节肯定出的不是机器人关节,出的是hand pose,手部的关节,人脸手关节,然后呢有两个趋势,一个就是我就是用这种nano信息去训练模型,
1703720	1732200	然后出来,等我整个模型训练完之后出来再推理的时候,我把那个nano它转回一个关节,然后映射到这个上面,但是当然你也可以想象这个映射必然会损失一些精度也好,或者说它可用性高不高这个地方也是一个问题,那还有一个方向呢也是有很多公司在做,包括我们也在尝试,就是在模型训练之前我们就把nano转为16种比较通用的机器人关节,
1732200	1761320	或者是15种16种大概市面上比较通用的机器人,先转为IPAD运算之后再去用这样的数据去训练我们的模型,那要是客户说我不要那么多种,我就是你适配我们家,或者说你就是我就给你特定的关节,那LK也可以,那你就是特定你只要给我们相关的那个机器人关节参数就可以做一些运算,然后你把数据提供上,当然这就是属于可定制化可通用,
1761320	1787960	你也可以说我就不要,我就nano,ok都可以的,这个都可以,但这个其实这个这个目前发出来的论文也没有特别多,像市面上各个各大比较好的公司,可能现在也就出了个十来篇,包括前段时间有那个1000万小时那个DNA,他们公司就出了个DNA2,效果说非常好,也是用了很多数据,
1787960	1805240	然后他们其实也是几种方案都有采用,所以给我的感觉就是现在还没有一个定性,像你刚刚说的这个问题,我觉得还没有一个定性的回答,大家都在探索当中,明白明白,W团现在有多少人呀?
1805240	1832360	目前我们这个组目前是8个人,明白,就是没有考虑那个仿真是吧,就是纯粹标注这一块,不是不是,仿真是我们正在招的,还没有人是吧,对对对,还没有人,是刚开始招的,
1832360	1861640	因为最近还在集中想先把数据管线这边做好,然后下一步做这个仿真,但是仿真也是正准备开始招人,明白明白,咱们管线这块的话有专门的工程同学做吗也是?有有有,工程是工程,算法是算法,我们做算法的做工程,像我,我就是专门做算法的,那工程那边我是不管的,那我只要把我的模型做好了就行。
1861640	1875000	就您这个模型指的是说咱们这边也是标注这个团队内部的算法对吧?对对对,主要是负责看怎么晒数据这种类似的,需要一些自动化的东西,就是算法。
1875960	1892280	就像我刚说动模派啊,比如动作鱼标注,我们用一些开发的模型。哦,明白明白,要明白,对对对。其实也是跟你们差不多的,就是上来先是选好的模型,然后下面再去做自己场景的一些适配。
1892280	1917560	对对对,想起来了,我们那边其实VQ也是这么做,就是先做一些开发模型,先去做一个预标注的这种东西,因为他像那个车内坐的人,他只知道位置,但我不知道具体的方向报告什么,就这块也需要标注,动作也标注,确实,明白,那我理解咱们这个主要的分工了啊,对,好的好的。
1918520	1921560	嗯,这边还有别的什么问题吗?
1921560	1923560	暂时没有了。
1923560	1931560	你先忙,咱们在这边稍等一下吧,等海龙哥有空到他进来,好不好?
1931560	1932560	哦,可以啊,好呀。
1932560	1933560	那您后面晚上还有安排吗?
1933560	1935560	我没有安排,就跟咱们聊着好了。
1935560	1940560	哦,好的好的,那就等一下吧,因为这个时间也不容易啊。
1940560	1941560	哦,对啊,是的。
1941560	1952560	好的,那主任您这边如果要忙别的事也可以先撤,我这边陪着严先生,如果你还有什么要的,大家也可以在一起待着。
1952560	1956560	哦,好,那我就一会儿先撤了。
1956560	1959560	嗯,好的好的,我这边陪他等吧。
1959560	1961560	嗯,好的行,好,拜拜。
1961560	1962560	好,拜拜。
1962560	1963560	好,拜拜。
1963560	1964560	哎,您好。
1964560	1965560	嗯,您说。
1965560	1972560	所以咱们这边相当于是这个数据这个团队是刚刚一开始建吗,因为现在有八个人。
1972560	1973560	哎,您说。
1973560	1974560	哎,我说我。
1974560	1975560	刚刚开始建。
1975560	1978560	哦,对,就刚刚开始成立吗,这个团队。
1978560	1981560	哦,不是,这团队成立蛮久了。
1981560	1982560	哦。
1982560	1986560	但是我们业务一直方向一直在调,就像之前的团队。
1986560	1987560	哦,哦。
1988560	1991560	明白明白,OK。
1992560	1997560	哎,咱们那边我不知道是不是,我看新闻说那个CTO离职了是吗?
1997560	2003560	哦,那个是做YUMI的,就是做YUMI的那个CTO。
2003560	2004560	对对对,咱们这边。
2004560	2005560	里面是写丁玛。
2005560	2006560	对对对,对对。
2006560	2007560	是吗?
2007560	2012560	对,那个是YUMI的,就是做YUMI的CTO。
2012560	2013560	哦,哦。
2013560	2015560	对对对,咱们这边是YUMI的。
2015560	2045560	对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对对
2045560	2048960	小鹏这边有其他的相关的面试吗
2048960	2052560	有啊 我说凯文哥他就是自驾自驾出身
2052560	2054560	不是 我是说小鹏这边
2054560	2055560	小鹏这边
2055560	2056560	小鹏机器人是吗
2056560	2060560	就是从小鹏这边有没有其他的候选人来面咱们公司
2060560	2068560	我近期在跟一个北京的做VIA的接触
2068560	2069560	他之前在小鹏待过
2069560	2072560	但是现在也不在小鹏了
2072560	2076560	因为我们这边现在确实一直在调整架构
2076560	2081560	然后可能也挺有些动荡
2081560	2087560	你们小鹏之前负责人好像也走了
2087560	2089560	机器人是吧
2089560	2091560	对 机器人那一块的
2091560	2093560	机器人 对 他们走了好多人
2093560	2095560	我其实本来当时想内部转岗的
2095560	2097560	但是那边确实他
2097560	2100560	他接受内部转吗
2100560	2103560	他也觉得我这个背景还挺合适的
2103560	2105560	但是问题他们在深圳
2105560	2106560	他们在深圳
2106560	2108560	对 在深圳的话远程就比较
2108560	2110560	我看那个凯文哥来了
2114560	2116560	你好凯文哥 你好你好
2124560	2125560	你好你好
2125560	2126560	我们继续聊
2126560	2128560	很高兴有机会和您交流一下
2128560	2130560	很荣幸很荣幸
2130560	2131560	您挺抱歉的
2131560	2135560	刚才和您聊之前有工作被发现
2135560	2136560	没事 能理解
2136560	2138560	刚才我们也一直在聊也还好
2138560	2139560	没什么问题
2139560	2141560	那咱们现在可以继续聊
2141560	2142560	好的 好
2142560	2144560	那我先做个自我介绍吧 好吗
2144560	2145560	你好你好
2145560	2146560	我叫严嵩
2146560	2149560	然后我现在是在小鹏这边担任一个算法专家的职位
2149560	2153560	然后我之前的话主要是负责做方那边的一些业务
2153560	2155560	就是基于一些多媒体大模型
2155560	2157560	还有agent做的一些项目
2157560	2158560	然后主要两个项目吧
2158560	2162560	一个是一个座舱内的一个手车互联的项目
2162560	2164560	那它的背景的话就是我们这边
2164560	2165560	是跟vivo的合作啊
2165560	2169560	就是把这个手机的屏幕投屏在我们的车机上
2169560	2172560	然后的话可以通过用户的这个语音交互
2172560	2175560	去完成一些发交也得到的这些任务
2175560	2177560	然后这个项目主要的话就是
2177560	2180560	我是负责整个一个技术的一个负责人
2180560	2181560	从0到1去推动这个东西的
2181560	2183560	一个包括架构设计算法迭代等等
2183560	2186560	还有包括最终的一个测试落地等等
2186560	2188560	然后这个主要是一套算法吧
2188560	2190560	可能就是这个一个长程规划的任务
2190560	2192560	就它的话本身啊
2192560	2194560	JYA呢它是一个长的序列嘛
2194560	2196560	可能我们发交就要分很多步
2196560	2198560	那我们就需要每一步去感知这个
2198560	2201560	当前手机上的一个变化
2201560	2203560	然后去做一些决策
2203560	2206560	先做一个总的一个plan
2206560	2208560	然后再去每一步去做一个action
2208560	2210560	然后还要去回顾之前做了什么事情
2210560	2211560	做一个记忆
2211560	2213560	所以这个整个是一个长程任务的一个规划
2213560	2215560	规划这么一个事情
2215560	2216560	对
2216560	2217560	然后还有一个
2217560	2219560	还有另外一个项目就是一个BQA的项目
2219560	2222560	那这个的话就是我们仓内会有一个
2222560	2223560	我们是上头
2223560	2225560	那我们当提问问到一些包括像
2225560	2228560	需要说视觉去辅助的一些
2228560	2230560	比如说我的衣服穿的怎么样
2230560	2231560	适不适合明天去开会
2231560	2233560	那他就会去
2233560	2235560	不好意思
2235560	2238560	就会说去把这个仓内的图像
2238560	2240560	作为一个输入给到我们那个
2240560	2241560	某些当中去
2241560	2243560	然后联合两个query一起
2243560	2244560	去给出一个
2244560	2246560	比较适合这个场景的一个回答
2246560	2248560	就会去夸他说穿的很好看呀
2248560	2249560	类似这种
2249560	2251560	那这个主要就是为提供一个情绪价值
2251560	2252560	对
2252560	2253560	然后他的话是一道输入
2253560	2254560	是我们的query
2254560	2255560	还有那个
2255560	2256560	这个图片
2256560	2257560	外加的话就是一些上下文的关系
2257560	2259560	还有一些用户本身的一些偏好
2259560	2262560	这些都用输入去做这个问答
2262560	2263560	对
2263560	2264560	然后除了两个之外的话
2264560	2265560	我们现在是做的一些
2265560	2267560	关于数据闭环的任务
2267560	2268560	还有做餐
2268560	2270560	还有这个支架的数据
2270560	2272560	会做一个打通的这么一个工作
2272560	2274560	最后就想建立一个这么一个平台
2274560	2275560	能够保证说
2275560	2277560	自动化的将这些
2277560	2279560	线上已有的这些数据
2279560	2280560	然后通过我们自己的模型
2280560	2281560	做一个挖掘
2281560	2282560	能力挖掘
2282560	2283560	就把一些存在diff的数据
2283560	2284560	拿过来去
2284560	2285560	去进行一些筛选
2285560	2287560	然后把这些有意义的有价值的
2287560	2288560	给到业务方
2288560	2290560	去让他们去贴他们的模型
2290560	2291560	同时我们可以把我们这些
2291560	2293560	认为就是线上可能有一些
2293560	2294560	有差异但不是
2294560	2295560	但是我们有问题的数据
2295560	2296560	也拿过来给我们的模型
2296560	2297560	去做一个迭代
2297560	2299560	做一个数据闭环
2299560	2300560	保证我们两边的模型
2300560	2301560	都会越来越好
2301560	2302560	最终的话可能会是一个
2302560	2304560	全自动的这么一个
2304560	2306560	这么一个预期吧
2306560	2307560	对
2307560	2308560	这是我们现在做的事情
2308560	2309560	然后之前的话
2309560	2310560	小鹏之前的话就是
2310560	2311560	主要做一些
2311560	2312560	纯CV的事情
2312560	2313560	这个做了很多年
2313560	2314560	包括什么目标检测
2314560	2316560	跟踪这些纯CV都做过
2316560	2318560	然后这是我目前的一个情况
2318560	2319560	对
2319560	2321560	那刚刚您说那个数据闭环
2321560	2322560	我讲了几句
2322560	2323560	就是这个数据闭环
2323560	2324560	您是以什么逻辑
2324560	2327560	来找到这个高价值数据
2327560	2329560	就是首先我们线上的时候
2329560	2331560	我们这边做仓的
2331560	2332560	包括VRA的
2332560	2333560	其实他们的模型比较小
2333560	2335560	那我们的话就是会训练
2335560	2336560	一个大的模型
2336560	2338560	比如30B的Omni模型
2338560	2340560	然后去跑同样的一些
2340560	2341560	线上query去对比
2341560	2343560	看看是不是有diff
2343560	2344560	有diff的话
2344560	2345560	首先大概率的话
2345560	2346560	如果我们模型够好的话
2346560	2347560	其实大概率是
2347560	2348560	我们对他们错的
2348560	2349560	但这个现在的话
2349560	2350560	因为我们这个准确率
2350560	2351560	也没有达到
2351560	2352560	就这么高
2352560	2354560	可能也就90多一点
2354560	2355560	所以这块也
2355560	2356560	中间还需要一些
2356560	2357560	人工的一些抽检
2357560	2359560	看一下我们这边是不是
2359560	2361560	确实是线上数据有问题
2361560	2362560	然后把这些筛好出去之后
2362560	2363560	就会给他们业务方
2363560	2365560	去运用迭代模型
2365560	2366560	然后如果说这边
2366560	2367560	发现人工发现是
2367560	2368560	其实线上没错
2368560	2369560	或者是我们两个都错了
2369560	2370560	那这个也会给到
2370560	2371560	我们这边的大模型
2371560	2373560	去做一些迭代
2373560	2374560	保证这块抽完
2374560	2377560	两边是一起在提升效果
2377560	2378560	对
2379560	2381560	那就是这样
2381560	2382560	就做的当时没问题
2382560	2384560	就通常咱们说数据
2384560	2386560	比方可能更倾向于是说
2386560	2388560	我们在整个工作的过程中
2388560	2390560	低成本的把这个数据
2390560	2391560	招呼嘛
2391560	2393560	就以价值数据招呼
2393560	2395560	那刚刚咱们这块
2395560	2397560	是还需要人为
2397560	2398560	对这个数据
2398560	2399560	再做一次check
2399560	2400560	对吧
2400560	2402560	对会做一些抽检
2402560	2403560	对对对
2403560	2404560	类似你们说抽检
2405560	2406560	我们是这样
2406560	2407560	就是我们一些线上数据
2407560	2410560	会专门有一个平台去管理
2410560	2411560	就可以追踪说
2411560	2412560	比如说我们这边
2412560	2414560	哪些用户的车
2414560	2415560	它有一些什么样的
2415560	2416560	query进来
2416560	2417560	然后当时是
2417560	2419560	当时是什么样的一个回复
2419560	2420560	包括我们是模型是
2420560	2421560	怎么去分发
2421560	2422560	因为我们是分发
2422560	2423560	咱们那边可能
2423560	2425560	没有这个
2425560	2426560	这块用户
2426560	2427560	就是相当于
2427560	2428560	他可能会问一些
2428560	2429560	不同的问题
2429560	2430560	比如他问
2430560	2431560	他要打开车窗
2431560	2432560	那他就是一个
2432560	2433560	车控的这么一个域
2433560	2434560	对吧
2434560	2435560	他要是说什么
2435560	2436560	那个播放音乐
2436560	2437560	那就媒体这个域
2437560	2438560	他会有一个分的
2438560	2439560	这个这个分发的
2439560	2440560	这么一个过程
2440560	2441560	所以他会把一些
2441560	2442560	分发的结果
2442560	2443560	也在这个线上
2443560	2445560	去进行一个备份
2445560	2446560	所以我们就要把
2446560	2447560	这个原始数据
2447560	2448560	包括语音
2448560	2449560	原始的query
2449560	2451560	对你明白这意思吧
2451560	2452560	对对对
2452560	2454560	就咱们方案是这样的
2454560	2456560	我们先对这个
2456560	2458560	因为用户在假设说
2458560	2460560	会做一些语音查证
2460560	2462560	会做一些操作
2462560	2463560	对吧
2463560	2464560	对
2464560	2465560	那我们会跟这个想一样
2465560	2466560	那之后呢
2466560	2468560	咱们会把这个数据呢
2468560	2470560	在云端用更大的
2470560	2471560	这个模型
2471560	2472560	再做好一点
2472560	2474560	和我在端测
2474560	2476560	执行这个结果
2476560	2477560	是不是这样的
2477560	2478560	对对对
2478560	2479560	是这个意思
2479560	2480560	明白明白
2480560	2482560	那就如果是
2482560	2484560	比如像特斯拉的话
2484560	2486560	就说他可能会
2486560	2487560	比如说
2487560	2489560	我用户做某些操作
2489560	2490560	是这样
2490560	2491560	他对我这个回答
2491560	2492560	可能不是太满意
2492560	2493560	或者是
2493560	2494560	比如我们就常规
2494560	2495560	咱们说这个
2495560	2496560	他的模式
2496560	2497560	比如就是
2497560	2499560	如果驾驶员的行为
2499560	2500560	和自驾驶出发
2500560	2501560	还一样
2501560	2502560	那我可能就认为
2502560	2504560	这是有某种异常
2504560	2505560	可能是高驾驶数据
2505560	2506560	对吧
2506560	2507560	对对对
2507560	2508560	就这种
2508560	2509560	比方我车速比较低
2509560	2510560	那当然
2510560	2511560	我们这个方案也没问题
2511560	2512560	能解决很多问题
2512560	2513560	那还是要做一些
2513560	2515560	重建之类的操作
2515560	2516560	目前是这样
2516560	2517560	主要您说那个场景
2517560	2518560	确实他比较
2518560	2519560	好去判断
2519560	2520560	就是相当于
2520560	2521560	用户会有一个
2521560	2522560	很明确的反馈
2522560	2525560	去用他去决策
2525560	2527560	我们这个是不是对
2527560	2528560	但是像我们这种
2528560	2529560	就像VQA
2529560	2530560	比如说他可能就
2530560	2531560	不太好去判断了
2531560	2532560	对
2532560	2533560	就是他说的到底好不好
2533560	2534560	这个反馈不是很容易拿到
2534560	2535560	对
2535560	2536560	然后包括
2536560	2537560	对
2537560	2538560	然后包括GUI Agent也是
2538560	2539560	除非说用户中途
2539560	2540560	去打断了
2540560	2541560	他中途打断手机了
2541560	2542560	或者说他明确回复
2542560	2543560	说这个不对
2543560	2544560	有这个语音在
2544560	2545560	那我们可以去关联到
2545560	2546560	否则的话
2546560	2547560	可能不太会
2547560	2549560	不太好去得到这种反馈
2549560	2550560	所以的话
2550560	2551560	可能还是
2551560	2552560	目前的话
2552560	2553560	还是需要去
2553560	2554560	技术人工去做一些
2554560	2555560	这种相关的一些
2555560	2556560	证据的验证
2556560	2557560	对
2557560	2558560	证据的验证
2558560	2559560	嗯
2559560	2560560	嗯
2560560	2561560	嗯
2561560	2562560	嗯
2562560	2563560	嗯
2563560	2565560	然后我们这边呢
2565560	2567560	是目前是在做这个
2567560	2568560	数学
2568560	2570560	数学研究
2570560	2571560	嗯
2571560	2573560	就很诚心
2573560	2574560	也会像
2574560	2575560	刚才您说的
2575560	2576560	这个
2576560	2577560	是用多模态
2577560	2578560	或者是长期方向
2578560	2579560	来研究
2579560	2580560	但现在呢
2580560	2581560	真正做的事情
2581560	2583560	应该
2583560	2584560	坦率讲
2584560	2586560	可能更平常的算法
2586560	2587560	就是说
2587560	2588560	我们先把这个
2588560	2589560	打起来
2589560	2590560	然后能够试着
2590560	2591560	数学
2591560	2592560	给到我们的
2592560	2593560	这个下游
2593560	2594560	或者是
2594560	2595560	外国客户
2595560	2596560	后续呢
2596560	2597560	也想要做
2597560	2598560	类似基于这样
2598560	2599560	多模态的
2599560	2600560	或者多样的
2600560	2601560	这种模型
2601560	2602560	比如我给您介绍一下
2602560	2603560	就是
2603560	2604560	我们会自己
2604560	2605560	带着这个
2605560	2606560	然后呢
2606560	2607560	对于这个
2607560	2608560	数据模型
2608560	2609560	就先属于
2609560	2610560	直接的做
2610560	2611560	空间的计算
2611560	2612560	或者三维组件
2612560	2614560	计算它的深度
2614560	2615560	和这个
2615560	2616560	视野投向的
2616560	2617560	操作
2617560	2618560	和手
2618560	2619560	这些hand pose
2619560	2620560	或者是
2620560	2621560	家长
2621560	2622560	家长和手
2622560	2623560	和这个操作物品
2623560	2624560	就是用这种关系
2624560	2625560	以及它的
2625560	2626560	及基础点
2626560	2629560	如何操作的
2629560	2630560	这样信息
2630560	2631560	嗯
2631560	2632560	原则上
2632560	2633560	我们这些确实是
2633560	2634560	可以用这个
2634560	2635560	实际上做
2635560	2636560	但目前
2636560	2637560	我们现在是
2637560	2638560	先用一些
2638560	2639560	看开用的方法
2639560	2640560	把这个
2640560	2641560	做出来
2641560	2642560	嗯
2642560	2645560	所以在一个程度上
2645560	2646560	我
2646560	2647560	我不是特别确定
2647560	2648560	您对这个
2648560	2649560	是不是感兴趣
2649560	2650560	因为
2650560	2651560	比较早以前
2651560	2652560	是做这个
2652560	2653560	主角
2653560	2654560	这种CV的
2654560	2655560	但后面这几年
2655560	2656560	都做了
2656560	2657560	相当于六千年了
2657560	2658560	嗯
2658560	2659560	但当然我们
2659560	2660560	后续也会是
2660560	2661560	像这个
2661560	2662560	嗯
2662560	2663560	嗯
2663560	2664560	嗯
2664560	2665560	嗯
2665560	2666560	嗯
2666560	2667560	嗯
2667560	2668560	嗯
2668560	2669560	嗯
2669560	2670560	嗯
2670560	2671560	嗯
2671560	2672560	嗯
2672560	2673560	嗯
2673560	2674560	嗯
2674560	2675560	嗯
2675560	2676560	嗯
2676560	2677560	嗯
2677560	2678560	嗯
2678560	2679560	嗯
2679560	2680560	嗯
2680560	2681560	嗯
2681560	2682560	嗯
2682560	2683560	嗯
2683560	2684560	嗯
2684560	2685560	嗯
2685560	2686560	嗯
2686560	2687560	嗯
2687560	2688560	嗯
2689560	2690560	嗯
2690560	2691560	嗯
